filename class_name class_number
ILSVRC2012_val_00005329.JPEG tricycle 870
ILSVRC2012_val_00005330.JPEG mountain_bike 671
ILSVRC2012_val_00005469.JPEG bookshop 454
ILSVRC2012_val_00005472.JPEG toyshop 865
ILSVRC2012_val_00005490.JPEG snowmobile 802
ILSVRC2012_val_00005518.JPEG unicycle 880
ILSVRC2012_val_00005520.JPEG unicycle 880
ILSVRC2012_val_00005546.JPEG mountain_bike 671
ILSVRC2012_val_00005558.JPEG wall_clock 892
ILSVRC2012_val_00005644.JPEG motor_scooter 670
ILSVRC2012_val_00005650.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00005710.JPEG hotdog 934
ILSVRC2012_val_00005712.JPEG Persian_cat 283
ILSVRC2012_val_00005735.JPEG dingo 273
ILSVRC2012_val_00005855.JPEG bookshop 454
ILSVRC2012_val_00006027.JPEG toyshop 865
ILSVRC2012_val_00006034.JPEG digital_watch 531
ILSVRC2012_val_00006092.JPEG grey_fox 280
ILSVRC2012_val_00006122.JPEG unicycle 880
ILSVRC2012_val_00006158.JPEG mountain_bike 671
ILSVRC2012_val_00006174.JPEG white_wolf 270
ILSVRC2012_val_00006210.JPEG cheeseburger 933
ILSVRC2012_val_00006368.JPEG hotdog 934
ILSVRC2012_val_00006395.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00006553.JPEG digital_watch 531
ILSVRC2012_val_00006666.JPEG timber_wolf 269
ILSVRC2012_val_00006740.JPEG analog_clock 409
ILSVRC2012_val_00006750.JPEG toyshop 865
ILSVRC2012_val_00006850.JPEG unicycle 880
ILSVRC2012_val_00006858.JPEG analog_clock 409
ILSVRC2012_val_00006955.JPEG toyshop 865
ILSVRC2012_val_00006988.JPEG cinema 498
ILSVRC2012_val_00007256.JPEG wall_clock 892
ILSVRC2012_val_00007378.JPEG toyshop 865
ILSVRC2012_val_00007379.JPEG white_wolf 270
ILSVRC2012_val_00007419.JPEG red_wolf 271
ILSVRC2012_val_00007523.JPEG motor_scooter 670
ILSVRC2012_val_00007782.JPEG schipperke 223
ILSVRC2012_val_00007858.JPEG chainlink_fence 489
ILSVRC2012_val_00007936.JPEG tricycle 870
ILSVRC2012_val_00007983.JPEG ashcan 412
ILSVRC2012_val_00008007.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00008141.JPEG tricycle 870
ILSVRC2012_val_00008200.JPEG cheeseburger 933
ILSVRC2012_val_00008216.JPEG cheeseburger 933
ILSVRC2012_val_00008235.JPEG barbershop 424
ILSVRC2012_val_00008268.JPEG syringe 845
ILSVRC2012_val_00008278.JPEG altar 406
ILSVRC2012_val_00008296.JPEG seat_belt 785
ILSVRC2012_val_00008384.JPEG toyshop 865
ILSVRC2012_val_00008387.JPEG tricycle 870
ILSVRC2012_val_00008444.JPEG cheeseburger 933
ILSVRC2012_val_00008497.JPEG unicycle 880
ILSVRC2012_val_00008535.JPEG perfume 711
ILSVRC2012_val_00008560.JPEG bookshop 454
ILSVRC2012_val_00008594.JPEG tobacco_shop 860
ILSVRC2012_val_00008596.JPEG analog_clock 409
ILSVRC2012_val_00008740.JPEG wall_clock 892
ILSVRC2012_val_00008751.JPEG digital_clock 530
ILSVRC2012_val_00008814.JPEG analog_clock 409
ILSVRC2012_val_00008823.JPEG tricycle 870
ILSVRC2012_val_00008959.JPEG motor_scooter 670
ILSVRC2012_val_00009024.JPEG toyshop 865
ILSVRC2012_val_00009027.JPEG tricycle 870
ILSVRC2012_val_00009109.JPEG digital_watch 531
ILSVRC2012_val_00009228.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00009243.JPEG binoculars 447
ILSVRC2012_val_00009262.JPEG tobacco_shop 860
ILSVRC2012_val_00009285.JPEG motor_scooter 670
ILSVRC2012_val_00009312.JPEG red_wolf 271
ILSVRC2012_val_00009361.JPEG analog_clock 409
ILSVRC2012_val_00009413.JPEG wall_clock 892
ILSVRC2012_val_00009474.JPEG coyote 272
ILSVRC2012_val_00009539.JPEG white_wolf 270
ILSVRC2012_val_00009578.JPEG coyote 272
ILSVRC2012_val_00009604.JPEG timber_wolf 269
ILSVRC2012_val_00009619.JPEG solar_dish 807
ILSVRC2012_val_00009808.JPEG bakery 415
ILSVRC2012_val_00009990.JPEG barbershop 424
ILSVRC2012_val_00010017.JPEG barber_chair 423
ILSVRC2012_val_00010019.JPEG digital_clock 530
ILSVRC2012_val_00010034.JPEG tobacco_shop 860
ILSVRC2012_val_00010040.JPEG dingo 273
ILSVRC2012_val_00010104.JPEG cheeseburger 933
ILSVRC2012_val_00010184.JPEG tobacco_shop 860
ILSVRC2012_val_00010227.JPEG motor_scooter 670
ILSVRC2012_val_00010270.JPEG wall_clock 892
ILSVRC2012_val_00010271.JPEG cheeseburger 933
ILSVRC2012_val_00010362.JPEG tricycle 870
ILSVRC2012_val_00010369.JPEG red_wolf 271
ILSVRC2012_val_00010544.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00010636.JPEG motor_scooter 670
ILSVRC2012_val_00010672.JPEG binder 446
ILSVRC2012_val_00010753.JPEG digital_watch 531
ILSVRC2012_val_00010883.JPEG coyote 272
ILSVRC2012_val_00010910.JPEG hotdog 934
ILSVRC2012_val_00010958.JPEG digital_watch 531
ILSVRC2012_val_00011076.JPEG cinema 498
ILSVRC2012_val_00011172.JPEG digital_watch 531
ILSVRC2012_val_00011188.JPEG timber_wolf 269
ILSVRC2012_val_00011308.JPEG toyshop 865
ILSVRC2012_val_00011329.JPEG mountain_bike 671
ILSVRC2012_val_00011330.JPEG mountain_bike 671
ILSVRC2012_val_00011412.JPEG unicycle 880
ILSVRC2012_val_00011421.JPEG stopwatch 826
ILSVRC2012_val_00011463.JPEG timber_wolf 269
ILSVRC2012_val_00011506.JPEG malamute 249
ILSVRC2012_val_00011537.JPEG lion 291
ILSVRC2012_val_00011540.JPEG tobacco_shop 860
ILSVRC2012_val_00011568.JPEG printer 742
ILSVRC2012_val_00011611.JPEG scuba_diver 983
ILSVRC2012_val_00011750.JPEG dingo 273
ILSVRC2012_val_00011760.JPEG library 624
ILSVRC2012_val_00011781.JPEG unicycle 880
ILSVRC2012_val_00011821.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00011957.JPEG wall_clock 892
ILSVRC2012_val_00011963.JPEG barbershop 424
ILSVRC2012_val_00012096.JPEG unicycle 880
ILSVRC2012_val_00012194.JPEG stopwatch 826
ILSVRC2012_val_00012230.JPEG dingo 273
ILSVRC2012_val_00012284.JPEG tobacco_shop 860
ILSVRC2012_val_00012325.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00012345.JPEG tobacco_shop 860
ILSVRC2012_val_00012383.JPEG digital_watch 531
ILSVRC2012_val_00012390.JPEG barbershop 424
ILSVRC2012_val_00012401.JPEG dingo 273
ILSVRC2012_val_00012405.JPEG bookshop 454
ILSVRC2012_val_00012442.JPEG tricycle 870
ILSVRC2012_val_00012454.JPEG cheeseburger 933
ILSVRC2012_val_00012560.JPEG bookshop 454
ILSVRC2012_val_00012562.JPEG cheeseburger 933
ILSVRC2012_val_00012667.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00012701.JPEG tricycle 870
ILSVRC2012_val_00012738.JPEG coyote 272
ILSVRC2012_val_00012752.JPEG dingo 273
ILSVRC2012_val_00012800.JPEG white_wolf 270
ILSVRC2012_val_00012840.JPEG timber_wolf 269
ILSVRC2012_val_00012922.JPEG red_wolf 271
ILSVRC2012_val_00012973.JPEG restaurant 762
ILSVRC2012_val_00013099.JPEG tricycle 870
ILSVRC2012_val_00013119.JPEG tricycle 870
ILSVRC2012_val_00013208.JPEG hotdog 934
ILSVRC2012_val_00013244.JPEG analog_clock 409
ILSVRC2012_val_00013307.JPEG digital_watch 531
ILSVRC2012_val_00013320.JPEG wall_clock 892
ILSVRC2012_val_00013358.JPEG white_wolf 270
ILSVRC2012_val_00013412.JPEG timber_wolf 269
ILSVRC2012_val_00013479.JPEG timber_wolf 269
ILSVRC2012_val_00013502.JPEG analog_clock 409
ILSVRC2012_val_00013554.JPEG timber_wolf 269
ILSVRC2012_val_00013599.JPEG cash_machine 480
ILSVRC2012_val_00013699.JPEG timber_wolf 269
ILSVRC2012_val_00013714.JPEG coyote 272
ILSVRC2012_val_00013767.JPEG digital_clock 530
ILSVRC2012_val_00013855.JPEG unicycle 880
ILSVRC2012_val_00013897.JPEG digital_clock 530
ILSVRC2012_val_00013903.JPEG red_wolf 271
ILSVRC2012_val_00013911.JPEG white_wolf 270
ILSVRC2012_val_00013985.JPEG red_wolf 271
ILSVRC2012_val_00014035.JPEG wall_clock 892
ILSVRC2012_val_00014052.JPEG tricycle 870
ILSVRC2012_val_00014073.JPEG toyshop 865
ILSVRC2012_val_00014093.JPEG cheeseburger 933
ILSVRC2012_val_00014169.JPEG wall_clock 892
ILSVRC2012_val_00014176.JPEG barbershop 424
ILSVRC2012_val_00014272.JPEG chain 488
ILSVRC2012_val_00014286.JPEG motor_scooter 670
ILSVRC2012_val_00014334.JPEG toyshop 865
ILSVRC2012_val_00014353.JPEG analog_clock 409
ILSVRC2012_val_00014388.JPEG library 624
ILSVRC2012_val_00014406.JPEG toyshop 865
ILSVRC2012_val_00014508.JPEG timber_wolf 269
ILSVRC2012_val_00014582.JPEG barber_chair 423
ILSVRC2012_val_00014635.JPEG studio_couch 831
ILSVRC2012_val_00014666.JPEG digital_clock 530
ILSVRC2012_val_00014734.JPEG red_wolf 271
ILSVRC2012_val_00014874.JPEG hotdog 934
ILSVRC2012_val_00014987.JPEG digital_clock 530
ILSVRC2012_val_00015030.JPEG timber_wolf 269
ILSVRC2012_val_00015108.JPEG analog_clock 409
ILSVRC2012_val_00015130.JPEG cash_machine 480
ILSVRC2012_val_00015199.JPEG guillotine 583
ILSVRC2012_val_00015268.JPEG street_sign 919
ILSVRC2012_val_00015366.JPEG cinema 498
ILSVRC2012_val_00015446.JPEG ice_bear 296
ILSVRC2012_val_00015465.JPEG dhole 274
ILSVRC2012_val_00015483.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00015484.JPEG motor_scooter 670
ILSVRC2012_val_00015590.JPEG parallel_bars 702
ILSVRC2012_val_00015618.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00015625.JPEG timber_wolf 269
ILSVRC2012_val_00015628.JPEG cassette_player 482
ILSVRC2012_val_00015766.JPEG red_wolf 271
ILSVRC2012_val_00015811.JPEG hotdog 934
ILSVRC2012_val_00015820.JPEG analog_clock 409
ILSVRC2012_val_00015821.JPEG dingo 273
ILSVRC2012_val_00015867.JPEG alp 970
ILSVRC2012_val_00015871.JPEG wall_clock 892
ILSVRC2012_val_00015873.JPEG unicycle 880
ILSVRC2012_val_00016104.JPEG white_wolf 270
ILSVRC2012_val_00016161.JPEG barbershop 424
ILSVRC2012_val_00016179.JPEG hotdog 934
ILSVRC2012_val_00016242.JPEG digital_watch 531
ILSVRC2012_val_00016243.JPEG timber_wolf 269
ILSVRC2012_val_00016269.JPEG unicycle 880
ILSVRC2012_val_00016281.JPEG timber_wolf 269
ILSVRC2012_val_00016319.JPEG white_wolf 270
ILSVRC2012_val_00016338.JPEG motor_scooter 670
ILSVRC2012_val_00016364.JPEG motor_scooter 670
ILSVRC2012_val_00016378.JPEG barbershop 424
ILSVRC2012_val_00016398.JPEG coyote 272
ILSVRC2012_val_00016429.JPEG wall_clock 892
ILSVRC2012_val_00016443.JPEG timber_wolf 269
ILSVRC2012_val_00016453.JPEG toaster 859
ILSVRC2012_val_00016491.JPEG motor_scooter 670
ILSVRC2012_val_00016532.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00016686.JPEG toyshop 865
ILSVRC2012_val_00016713.JPEG dingo 273
ILSVRC2012_val_00016774.JPEG tricycle 870
ILSVRC2012_val_00016815.JPEG mountain_bike 671
ILSVRC2012_val_00016880.JPEG motor_scooter 670
ILSVRC2012_val_00016885.JPEG wall_clock 892
ILSVRC2012_val_00016889.JPEG analog_clock 409
ILSVRC2012_val_00016911.JPEG coyote 272
ILSVRC2012_val_00016915.JPEG unicycle 880
ILSVRC2012_val_00016974.JPEG barbershop 424
ILSVRC2012_val_00016999.JPEG cheeseburger 933
ILSVRC2012_val_00017071.JPEG cheeseburger 933
ILSVRC2012_val_00017103.JPEG mountain_bike 671
ILSVRC2012_val_00017149.JPEG digital_watch 531
ILSVRC2012_val_00017164.JPEG dingo 273
ILSVRC2012_val_00017180.JPEG toyshop 865
ILSVRC2012_val_00017231.JPEG grey_fox 280
ILSVRC2012_val_00017279.JPEG unicycle 880
ILSVRC2012_val_00017288.JPEG red_wolf 271
ILSVRC2012_val_00017311.JPEG timber_wolf 269
ILSVRC2012_val_00017313.JPEG dingo 273
ILSVRC2012_val_00017363.JPEG red_wolf 271
ILSVRC2012_val_00017368.JPEG wall_clock 892
ILSVRC2012_val_00017378.JPEG wall_clock 892
ILSVRC2012_val_00017450.JPEG wall_clock 892
ILSVRC2012_val_00017585.JPEG tobacco_shop 860
ILSVRC2012_val_00017597.JPEG digital_watch 531
ILSVRC2012_val_00017643.JPEG timber_wolf 269
ILSVRC2012_val_00017693.JPEG analog_clock 409
ILSVRC2012_val_00017763.JPEG unicycle 880
ILSVRC2012_val_00017773.JPEG timber_wolf 269
ILSVRC2012_val_00017809.JPEG timber_wolf 269
ILSVRC2012_val_00017863.JPEG balloon 417
ILSVRC2012_val_00017877.JPEG bookshop 454
ILSVRC2012_val_00017895.JPEG cheeseburger 933
ILSVRC2012_val_00017957.JPEG white_wolf 270
ILSVRC2012_val_00017969.JPEG barbershop 424
ILSVRC2012_val_00017973.JPEG analog_clock 409
ILSVRC2012_val_00017978.JPEG bookshop 454
ILSVRC2012_val_00018015.JPEG disk_brake 535
ILSVRC2012_val_00018040.JPEG cheeseburger 933
ILSVRC2012_val_00018042.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00018074.JPEG mountain_bike 671
ILSVRC2012_val_00018114.JPEG bookshop 454
ILSVRC2012_val_00018143.JPEG wall_clock 892
ILSVRC2012_val_00018164.JPEG barbershop 424
ILSVRC2012_val_00018188.JPEG timber_wolf 269
ILSVRC2012_val_00018304.JPEG mountain_bike 671
ILSVRC2012_val_00018311.JPEG timber_wolf 269
ILSVRC2012_val_00018315.JPEG moped 665
ILSVRC2012_val_00018427.JPEG toyshop 865
ILSVRC2012_val_00018443.JPEG wall_clock 892
ILSVRC2012_val_00018446.JPEG bakery 415
ILSVRC2012_val_00018448.JPEG motor_scooter 670
ILSVRC2012_val_00018506.JPEG barbershop 424
ILSVRC2012_val_00018548.JPEG traffic_light 920
ILSVRC2012_val_00018555.JPEG cheeseburger 933
ILSVRC2012_val_00018735.JPEG timber_wolf 269
ILSVRC2012_val_00018797.JPEG wall_clock 892
ILSVRC2012_val_00018872.JPEG timber_wolf 269
ILSVRC2012_val_00018875.JPEG tobacco_shop 860
ILSVRC2012_val_00018936.JPEG birdhouse 448
ILSVRC2012_val_00018937.JPEG barbell 422
ILSVRC2012_val_00018975.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00018976.JPEG analog_clock 409
ILSVRC2012_val_00019203.JPEG mountain_bike 671
ILSVRC2012_val_00019239.JPEG coyote 272
ILSVRC2012_val_00019390.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00019391.JPEG white_wolf 270
ILSVRC2012_val_00019417.JPEG dingo 273
ILSVRC2012_val_00019436.JPEG lipstick 629
ILSVRC2012_val_00019487.JPEG bookshop 454
ILSVRC2012_val_00019501.JPEG analog_clock 409
ILSVRC2012_val_00019513.JPEG mountain_bike 671
ILSVRC2012_val_00019532.JPEG analog_clock 409
ILSVRC2012_val_00019585.JPEG sports_car 817
ILSVRC2012_val_00019650.JPEG barbershop 424
ILSVRC2012_val_00019663.JPEG analog_clock 409
ILSVRC2012_val_00019680.JPEG coyote 272
ILSVRC2012_val_00019694.JPEG hook 600
ILSVRC2012_val_00019728.JPEG dingo 273
ILSVRC2012_val_00019784.JPEG timber_wolf 269
ILSVRC2012_val_00019803.JPEG scale 778
ILSVRC2012_val_00019896.JPEG lawn_mower 621
ILSVRC2012_val_00019912.JPEG barber_chair 423
ILSVRC2012_val_00019997.JPEG digital_watch 531
ILSVRC2012_val_00020076.JPEG white_wolf 270
ILSVRC2012_val_00020110.JPEG analog_clock 409
ILSVRC2012_val_00020256.JPEG red_wolf 271
ILSVRC2012_val_00020267.JPEG stopwatch 826
ILSVRC2012_val_00020297.JPEG tricycle 870
ILSVRC2012_val_00020335.JPEG bookshop 454
ILSVRC2012_val_00020338.JPEG cheeseburger 933
ILSVRC2012_val_00020409.JPEG traffic_light 920
ILSVRC2012_val_00020490.JPEG window_screen 904
ILSVRC2012_val_00020497.JPEG unicycle 880
ILSVRC2012_val_00020621.JPEG bookshop 454
ILSVRC2012_val_00020631.JPEG mountain_bike 671
ILSVRC2012_val_00020708.JPEG white_wolf 270
ILSVRC2012_val_00020760.JPEG toyshop 865
ILSVRC2012_val_00020763.JPEG barber_chair 423
ILSVRC2012_val_00021008.JPEG lumbermill 634
ILSVRC2012_val_00021179.JPEG analog_clock 409
ILSVRC2012_val_00021318.JPEG Saluki 176
ILSVRC2012_val_00021395.JPEG tobacco_shop 860
ILSVRC2012_val_00021403.JPEG tobacco_shop 860
ILSVRC2012_val_00021419.JPEG minivan 656
ILSVRC2012_val_00021498.JPEG cheeseburger 933
ILSVRC2012_val_00021551.JPEG wall_clock 892
ILSVRC2012_val_00021555.JPEG bookshop 454
ILSVRC2012_val_00021767.JPEG Pembroke 263
ILSVRC2012_val_00021773.JPEG timber_wolf 269
ILSVRC2012_val_00021812.JPEG red_wolf 271
ILSVRC2012_val_00021835.JPEG red_wolf 271
ILSVRC2012_val_00021836.JPEG digital_clock 530
ILSVRC2012_val_00021897.JPEG bookshop 454
ILSVRC2012_val_00022027.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00022055.JPEG timber_wolf 269
ILSVRC2012_val_00022107.JPEG tobacco_shop 860
ILSVRC2012_val_00022202.JPEG white_wolf 270
ILSVRC2012_val_00022330.JPEG dingo 273
ILSVRC2012_val_00022393.JPEG white_wolf 270
ILSVRC2012_val_00022401.JPEG motor_scooter 670
ILSVRC2012_val_00022409.JPEG barbershop 424
ILSVRC2012_val_00022452.JPEG white_wolf 270
ILSVRC2012_val_00022719.JPEG analog_clock 409
ILSVRC2012_val_00022890.JPEG prison 743
ILSVRC2012_val_00022929.JPEG motor_scooter 670
ILSVRC2012_val_00023067.JPEG bookshop 454
ILSVRC2012_val_00023131.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00023266.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00023276.JPEG barbershop 424
ILSVRC2012_val_00023336.JPEG hotdog 934
ILSVRC2012_val_00023369.JPEG digital_clock 530
ILSVRC2012_val_00023411.JPEG coyote 272
ILSVRC2012_val_00023415.JPEG dingo 273
ILSVRC2012_val_00023496.JPEG barbershop 424
ILSVRC2012_val_00023576.JPEG digital_clock 530
ILSVRC2012_val_00023578.JPEG barbershop 424
ILSVRC2012_val_00023643.JPEG digital_watch 531
ILSVRC2012_val_00023660.JPEG pizza 963
ILSVRC2012_val_00023683.JPEG unicycle 880
ILSVRC2012_val_00023687.JPEG motor_scooter 670
ILSVRC2012_val_00023808.JPEG tricycle 870
ILSVRC2012_val_00023813.JPEG red_wolf 271
ILSVRC2012_val_00023862.JPEG wall_clock 892
ILSVRC2012_val_00023883.JPEG corn 987
ILSVRC2012_val_00024032.JPEG hotdog 934
ILSVRC2012_val_00024054.JPEG Eskimo_dog 248
ILSVRC2012_val_00024066.JPEG bookshop 454
ILSVRC2012_val_00024105.JPEG mountain_bike 671
ILSVRC2012_val_00024158.JPEG meat_loaf 962
ILSVRC2012_val_00024177.JPEG tobacco_shop 860
ILSVRC2012_val_00024278.JPEG magnetic_compass 635
ILSVRC2012_val_00024290.JPEG analog_clock 409
ILSVRC2012_val_00024356.JPEG red_wolf 271
ILSVRC2012_val_00024419.JPEG unicycle 880
ILSVRC2012_val_00024425.JPEG barometer 426
ILSVRC2012_val_00024463.JPEG digital_watch 531
ILSVRC2012_val_00024517.JPEG alp 970
ILSVRC2012_val_00024672.JPEG digital_watch 531
ILSVRC2012_val_00024690.JPEG analog_clock 409
ILSVRC2012_val_00024739.JPEG digital_clock 530
ILSVRC2012_val_00024764.JPEG wall_clock 892
ILSVRC2012_val_00024775.JPEG toyshop 865
ILSVRC2012_val_00024793.JPEG unicycle 880
ILSVRC2012_val_00024863.JPEG malamute 249
ILSVRC2012_val_00024878.JPEG tricycle 870
ILSVRC2012_val_00024917.JPEG hotdog 934
ILSVRC2012_val_00024929.JPEG motor_scooter 670
ILSVRC2012_val_00024961.JPEG lynx 287
ILSVRC2012_val_00024980.JPEG bakery 415
ILSVRC2012_val_00024990.JPEG coyote 272
ILSVRC2012_val_00025173.JPEG limousine 627
ILSVRC2012_val_00025285.JPEG white_wolf 270
ILSVRC2012_val_00025340.JPEG hotdog 934
ILSVRC2012_val_00025448.JPEG red_wolf 271
ILSVRC2012_val_00025534.JPEG mountain_bike 671
ILSVRC2012_val_00025665.JPEG white_wolf 270
ILSVRC2012_val_00025697.JPEG unicycle 880
ILSVRC2012_val_00025736.JPEG tricycle 870
ILSVRC2012_val_00025759.JPEG umbrella 879
ILSVRC2012_val_00025771.JPEG tricycle 870
ILSVRC2012_val_00025845.JPEG coyote 272
ILSVRC2012_val_00025849.JPEG digital_clock 530
ILSVRC2012_val_00025915.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00025922.JPEG hotdog 934
ILSVRC2012_val_00025980.JPEG book_jacket 921
ILSVRC2012_val_00026073.JPEG toyshop 865
ILSVRC2012_val_00026101.JPEG hotdog 934
ILSVRC2012_val_00026228.JPEG coyote 272
ILSVRC2012_val_00026250.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00026257.JPEG street_sign 919
ILSVRC2012_val_00026292.JPEG bicycle-built-for-two 444
ILSVRC2012_val_00026298.JPEG analog_clock 409
ILSVRC2012_val_00026312.JPEG digital_clock 530
ILSVRC2012_val_00026380.JPEG analog_clock 409
ILSVRC2012_val_00026752.JPEG digital_clock 530
ILSVRC2012_val_00026754.JPEG unicycle 880
ILSVRC2012_val_00026756.JPEG cheeseburger 933
ILSVRC2012_val_00026795.JPEG bicycle-built-for-two 444
